tempo_s,T_processo_C,T_medida_C,u,T_filtrada_C
90.0,177.60473331389326,180.08734437676716,0.0,179.43671433019443
91.0,180.32462812914008,179.53883480933672,1.0,179.45203240206578
92.0,180.44081957292875,179.54492687902598,0.6185108103320994,179.46596657360982
93.0,182.48104728991404,179.40877953861943,0.9075035561242225,179.45738851836126
94.0,178.42591290569374,179.91375164074594,0.0,179.52584298671894
95.0,181.1275592855672,179.35292855841536,1.0,179.4999058224734
96.0,177.1025024125546,180.07519135766708,0.0,179.58619865275247
97.0,179.83355791449782,179.45740676332971,1.0,179.56687986933906
98.0,178.3469466066514,179.64286784353203,0.3764534968713633,179.57827806546803
99.0,176.67595944429306,179.73599816852914,0.34384174766842307,179.6019360809272
100.0,179.41649367886433,179.39632929857416,1.0,179.57109506357423
101.0,182.09612715266735,179.23145689412104,1.0,179.52014933815624
102.0,180.88974401034977,179.5349899534835,0.42602961916125304,179.52237543045533
103.0,180.67679375453716,179.58802608842686,0.5710232749959385,179.53222302915106
104.0,182.42673957035547,179.46770124170783,0.8647478515545356,179.52254476103457
105.0,178.85370780525528,179.8177010348806,0.07213436713615917,179.56681820211148
106.0,178.54004951251363,179.7219831630343,0.5491302821062691,179.5900929462499
107.0,174.57249285668,179.99095509212634,0.0,179.6502222681314
108.0,177.3597707931982,179.07846536677215,1.0,179.5644587329275
109.0,180.08510922001602,179.1402244922545,1.0,179.50082359682656
110.0,178.87496457600668,179.52096701647295,0.4187620007986493,179.50384510977352
111.0,181.5666320298732,179.25228573252545,1.0,179.4661112031863
112.0,181.20498794233973,179.50463838233915,0.5509754936362226,179.47189028005923
113.0,179.12832879531467,179.73743397215088,0.2925177544207071,179.511721833873
114.0,180.86019738749755,179.55284527347857,0.8568747181451483,179.51789034981385
115.0,180.54910295818152,179.63301541878062,0.5562031602275874,179.53515911015887
116.0,182.43128240297662,179.50604596738478,0.8841572599132047,179.53079213874275
117.0,179.4450525398993,179.8190613061144,0.16016979521499197,179.57403251384852
118.0,182.124051372346,179.3875895156227,1.0,179.54606606411465
119.0,178.0768502307383,180.06728782324097,0.0,179.62424932798362
120.0,179.7485330144943,179.70442770980011,0.8443419183325296,179.6362760852561
121.0,175.75412116972777,180.0827218059056,0.0,179.70324294335353
122.0,178.51514069928936,179.5247596145315,1.0,179.6764704440302
123.0,174.5481375726385,180.02613756738566,0.0,179.7289205125335
124.0,177.33595673769096,178.9475970584408,1.0,179.6117219944196
125.0,180.06182436574227,178.82451169929934,1.0,179.49364045015156
126.0,182.72711715761466,178.9322825585254,1.0,179.40943676640762
127.0,180.28764227583576,179.55545740985235,0.24316915825854946,179.43133986292435
128.0,182.94791689192832,179.2650264468601,1.0,179.4063928505147
129.0,178.88240762766324,179.86736039860608,0.0,179.47553798272838
130.0,179.28072638190125,179.72580383405935,0.6560225052279128,179.513077860428
131.0,178.76767459139018,179.73947538069945,0.5206446526963435,179.54703748846873
132.0,181.46172626713707,179.3697975243321,1.0,179.52045149384824
133.0,179.17875997486505,179.72889251943752,0.2624274770496521,179.55171764768664
134.0,181.0902928544639,179.5660871518909,0.8839924651893818,179.55387307331728
135.0,177.7442534256275,179.89316538601213,0.10172839518941712,179.60476692022152
136.0,177.6668184936169,179.7865624502773,0.5808656049504987,179.63203624972988
137.0,180.38533363820318,179.41593673082463,1.0,179.5996213218941
138.0,178.28903462292686,179.74523167731974,0.2868395931692317,179.62146287520795
139.0,179.60121153119115,179.6285225676677,0.7911233183160652,179.6225218290769
140.0,182.27674016383136,179.38337185528832,1.0,179.5866493330086
141.0,181.2035073142313,179.65944375722123,0.4466042064394281,179.59756849664052
142.0,179.77734494446332,179.80012965685444,0.39008733558224257,179.6279526706726
143.0,182.25078172058411,179.57060496836536,0.9702733328996624,179.61935051532654
144.0,178.20076434901557,180.09684745786703,0.0,179.69097505670763
145.0,178.64448128629002,179.84569179307883,0.6605600884212203,179.7141825671633
146.0,179.89643830542946,179.68700197306424,0.7832751571585488,179.71010547804843
147.0,175.89873967641992,180.04632850667699,0.0,179.76053893234274
148.0,178.65654546138836,179.30712227166796,1.0,179.6925264332415
149.0,179.44290836636293,179.51136001594432,0.7134762539508148,179.66535147064695
150.0,179.46885384479268,179.65225328297436,0.6020348496523371,179.66338674249607
151.0,182.14732375935284,179.27165538240843,1.0,179.60462703848293
152.0,178.55170982061978,179.82522873946425,0.06781565505454923,179.63771729363015
153.0,181.2505607134949,179.30153393116305,1.0,179.5872897892601
154.0,183.88943714208392,179.2328149675538,1.0,179.53411856600417
155.0,179.80300520559317,180.0312711099356,0.0,179.60869144759388
156.0,181.95547044971883,179.70482800925774,0.92221313730416,179.62311193184348
157.0,177.9120155508362,180.11155757925002,0.0,179.69637877895445
158.0,175.88758192119673,180.05283332865395,0.2893750073901981,179.7498469614094
159.0,178.64563565628126,179.0952431274054,1.0,179.6516563863088
160.0,175.5624692322953,179.72721763100628,0.13301048858971276,179.66299057301342
161.0,178.32774769379986,178.97289048556124,1.0,179.5594755598956
162.0,179.0369844516584,179.40037242465453,0.7008113393247806,179.53561008960943
163.0,181.72505146384378,179.40665410070156,1.0,179.51626669127324
164.0,182.13574100866347,179.59466013736485,0.6673536032691003,179.528025708187
165.0,180.36828159990853,179.83419726829067,0.342000225382302,179.57395144220254
166.0,181.56000031181597,179.71388072009165,0.7799854121191458,179.59494083388591
167.0,184.19200030488673,179.40544993366277,1.0,179.56651719885244
168.0,180.0988447425559,180.26231093912932,0.0,179.670886259894
169.0,179.6272363374429,180.01022255805205,0.5295882217082334,179.7217867046177
170.0,178.25147598694798,179.97820258963694,0.3923934018839043,179.7602490873706
171.0,176.00475673346622,180.03268262763604,0.25716369860089516,179.8011141184104
172.0,178.75113805006637,179.68686795264225,0.9986397199349085,179.78397719354516
173.0,181.44555720450936,179.4268441038845,1.0,179.73040723009606
174.0,180.31906559165176,179.72864357630286,0.43584478208639155,179.7301426820271
175.0,177.9325608542256,179.94627904518245,0.24308784135825076,179.7625631365004
176.0,180.6451706130206,179.65185556342354,1.0,179.74595700053888
177.0,176.86148324241677,180.01961290014862,0.0345974631194923,179.78700538548034
178.0,179.59789472591862,179.53479959674027,1.0,179.7491745171693
179.0,178.8417021710097,179.74997412090102,0.48523076585005864,179.74929445772906
180.0,181.5341087894317,179.4007426334252,1.0,179.6970116840835
181.0,179.414547303535,179.79740295243553,0.28717947308026387,179.7120703743363
182.0,182.0942240301231,179.37973787876047,1.0,179.6622204999999
183.0,181.22206716123313,179.69753681078512,0.47615721643358416,179.6675179466177
184.0,177.19491011320574,180.12244108411784,0.0,179.73575641724273
185.0,179.92391211069005,179.36196359815403,1.0,179.67968749437944
186.0,175.92560295267472,180.11316387069115,0.0,179.7447089508262
187.0,178.6828117759486,179.6488121246223,1.0,179.73032442689563
188.0,181.37874929203863,179.43433927021186,1.0,179.68592665339307
189.0,182.4419207882368,179.5796239582979,0.7640715554031908,179.6699812491288
190.0,178.38765588183156,180.0407255338041,0.0,179.72559289183008
191.0,180.3864160308937,179.75940046579572,0.8944395419654296,179.73066402792495
192.0,181.3185935161817,179.7262701697627,0.7411146762295112,179.7300049492006
193.0,183.955958104711,179.48617443707386,1.0,179.69343037238158
194.0,179.8680479246063,180.1321863109435,0.0,179.75924376316587
195.0,175.87098019294837,180.28143806081073,0.0,179.8375729078126
196.0,178.32039039511466,179.8305133469301,0.9536481309681056,179.83651397368024
197.0,179.73814627296358,179.72617345085615,0.8070646829943877,179.81996289525665
198.0,180.4945032373116,179.73433612324362,0.7125806988954122,179.80711887945472
199.0,180.7483334588427,179.77626742868247,0.6397228773540371,179.80249116183887
200.0,180.4490159619124,179.83574552413208,0.5575968203232645,179.80747931618285
201.0,182.64267551636271,179.67629935242897,0.9305456530405889,179.78780232161978
202.0,178.5839493937769,180.26699374980714,0.0,179.85968103584787
203.0,175.78476196641253,180.2241293174409,0.1754017172079358,179.91434827808683
204.0,178.54510058938115,179.7306677109526,1.0,179.8867961930167
205.0,180.92165866351584,179.62523043296434,0.9516340464181429,179.84756132900884
206.0,178.07737421146348,179.97094829812823,0.17642952773720028,179.86606937437676
207.0,180.7867658956532,179.58130902577543,1.0,179.82335532208657
208.0,182.2871052181205,179.63144334004303,0.8276734513556057,179.79456852478006
209.0,179.59381098067746,179.96388021505535,0.2036295484439461,179.81996527832135
210.0,182.26950406999575,179.6695191839376,1.0,179.7973983641638
211.0,181.75547237223577,179.81751999740973,0.5304602589026552,179.8004166091507
212.0,177.71646187507497,180.32466225307257,0.0,179.87905345573898
213.0,180.06445257198155,179.87377618724943,0.9445868107862373,179.87826186546556
214.0,179.07846241234174,179.94015545280493,0.4523163179606314,179.88754590356646
215.0,181.76560769206748,179.60899362395372,1.0,179.84576306162455
216.0,177.7263719655771,180.19275609670308,0.0,179.89781201688632
217.0,180.4435636996754,179.6440295118041,1.0,179.859744641124
218.0,179.44360904002644,179.85017056262177,0.4514853467182439,179.85830852934868
219.0,178.88298279474688,179.9023207356144,0.5140514266748182,179.86491036028852
220.0,181.57447206597473,179.62554698395087,1.0,179.82900585383788
221.0,182.10879237583907,179.72950383577592,0.6853962866995681,179.8140805511286
222.0,184.1507478049773,179.66051822644616,0.9133226222901976,179.79104620242623
223.0,180.0585089648667,180.2607099558017,0.0,179.86149576543255
224.0,176.05720876564743,180.44310262215086,0.0,179.9487367939403
225.0,176.60796153508429,180.06721179520534,0.6694702779676851,179.96650804413008
226.0,179.35000683430462,179.5486130495264,1.0,179.9038237949395
227.0,178.6103448981674,179.80268224979457,0.4868840656937663,179.88865256316777
228.0,176.34815289967744,180.0195370836355,0.256039016553733,179.90828524123793
229.0,179.09597172412904,179.23062233815136,1.0,179.80663580577493
230.0,175.71642538758496,179.874955758702,0.09005462193214997,179.816883798714
231.0,178.4782826011942,179.03459715272214,1.0,179.69954080181523
232.0,181.17876521005655,179.1475426943446,1.0,179.61674108569466
233.0,183.30910442704413,179.43070412097808,0.9234800999149904,179.58883554098716
234.0,184.20212110703554,179.63684882826192,0.7449828500888582,179.5960375340784
235.0,181.82526260515175,179.96342474127007,0.25747829507421666,179.65114561515713
236.0,179.66790783210973,180.08074629469968,0.2824809927275385,179.71558571708852
237.0,176.5980320550701,180.19773226005915,0.13841165955108808,179.7879076985341
238.0,179.34029800940186,179.46880213292695,1.0,179.74004186369302
239.0,175.74117487535042,179.99326154801696,0.05793252325695736,179.7780248163416
240.0,178.50248210034263,179.4112214445174,1.0,179.72300431056794
241.0,180.42831295937327,179.5616377059608,0.8838829025224039,179.69879931987688
242.0,183.0854615602761,179.48796683931647,1.0,179.66717444779283
243.0,183.92555007117647,179.6694339018716,0.736298148502645,179.66751336590465
244.0,179.83831562515033,180.14501076059008,0.0,179.73913797510747
245.0,181.32785856603383,179.89005376042,0.8228924932163568,179.76177534290434
246.0,181.59690807231382,179.87834197661294,0.6447836211621109,179.77926033796064
247.0,181.6279822783626,179.89213563837987,0.6099841578150272,179.7961916330235
248.0,177.591804894399,180.22481472235273,0.0,179.8604850964229
249.0,180.3119870078568,179.83470392901,1.0,179.85661792131097
250.0,177.8953010183074,180.05980591001583,0.23853705826044744,179.8870961196167
251.0,177.63513761805015,179.99221318634042,0.5539598266891028,179.90286367962526
252.0,178.89589301833112,179.85301068564058,0.7812304354356445,179.89538573052755
253.0,181.58709539570154,179.4696016826459,1.0,179.83151812334532
254.0,181.66146783684366,179.72906753445753,0.6164461841569897,179.81615053501213
255.0,183.5691111131654,179.69825208759914,0.8916847175710751,179.79846576790018
256.0,182.36500586395152,179.91695806218854,0.43128124966180226,179.81623961204343
257.0,178.31245017808592,180.34707333521888,0.0,179.89586467051976
258.0,174.34995128523957,180.4175795535264,0.0,179.97412190297075
259.0,177.14217459001202,179.72586310519412,1.0,179.93688308330425
260.0,179.87234848801174,179.42227149392514,1.0,179.85969134489739
261.0,176.5318538689213,179.97322405792238,0.09850030209647287,179.87672125185114
262.0,179.27559044961194,179.34343062070388,1.0,179.79672765717905
263.0,181.95835510628723,179.45248335565572,1.0,179.74509101195054
264.0,184.58150277059195,179.44454226882266,1.0,179.70000870048136
265.0,184.2097229252023,179.7540892766167,0.5595046990935231,179.70812078690165
266.0,180.11617352686446,180.31415262334835,0.0,179.79902556236866
267.0,176.11359189293412,180.44210850076504,0.0,179.89548800312812
268.0,178.38263189822655,179.9694727380085,0.9274013071036432,179.9065857133602
269.0,178.27755312340747,179.95514416640802,0.5788469567712252,179.91386948131736
270.0,179.05111232689873,179.88484160463952,0.7102923909350455,179.9095152998157
271.0,181.73886538630097,179.49008550806062,1.0,179.84660083105246
272.0,180.00374683669358,179.8823763554569,0.34552843551322615,179.85196715971313
273.0,177.9321972258582,180.06674939431372,0.28928004783033945,179.88418449490322
274.0,179.65734179437246,179.86059319711876,0.851879009363334,179.88064580023556
275.0,182.33162308783085,179.60155421434112,1.0,179.83878206235138
276.0,182.86552497097202,179.75893658425355,0.6878573594306118,179.8268052406367
277.0,179.6663679860251,180.09997931767646,0.12967820216120401,179.86778135219265
278.0,180.14330678237712,179.96635757995688,0.6704287127395532,179.88256778635727
279.0,180.15743422304266,179.94735132529863,0.6025968053744191,179.89228531719849
280.0,176.1539356847528,180.29266296717483,0.0,179.95234196469494
281.0,175.18551738593501,180.15664689354102,0.4419170407931716,179.98298770402184
282.0,177.95917255513646,179.17142913046996,1.0,179.86125391798905
283.0,180.6711909428001,179.24708368630994,1.0,179.7691283832372
284.0,182.2059805053729,179.54766914141322,0.8324557375285866,179.7359094969636
285.0,184.8236253830313,179.51624444592503,1.0,179.7029597393078
286.0,187.3831003745195,179.4606761231788,1.0,179.66661719688847
287.0,183.21903147730796,180.1607558672347,0.0,179.74073799744042
288.0,179.1474974444789,180.83638841662298,0.0,179.90508556031781
289.0,179.9916786572899,180.23537242468757,0.7237855067365815,179.95462858997328
